,Name,City,Country,IATA,Latitude,Longitude,Altitude,Type
236,Amable Calle Gutierrez Airport,Pasaje,Ecuador,\N,-3.3196699619293213,-79.76920318603516,22.0,airport
237,Reales Tamarindos Airport,Portoviejo,Ecuador,PVO,-1.0416500568389893,-80.47219848632812,130.0,airport
238,Quevedo Airport,Quevedo,Ecuador,\N,-0.989400029182434,-79.46510314941406,350.0,airport
239,Mariscal Sucre International Airport,Quito,Ecuador,UIO,-0.129166666667,-78.3575,7841.0,airport
240,Chimborazo Airport,Riobamba,Ecuador,\N,-1.6534299850463867,-78.65609741210938,9151.0,airport
241,Santa Rosa International Airport,Santa Rosa,Ecuador,ETR,-3.441986,-79.996957,20.0,airport
242,General Ulpiano Paez Airport,Salinas,Ecuador,SNC,-2.20499,-80.988899,18.0,airport
243,Santo Domingo de Los Colorados Airport,Santo Domingo,Ecuador,\N,-0.2482219934463501,-79.21440124511719,1714.0,airport
244,Taura Airport,Taura,Ecuador,\N,-2.261039972305298,-79.6801986694336,56.0,airport
245,Mayor Galo Torres Airport,Tena,Ecuador,\N,-0.9867669939994812,-77.81950378417969,1708.0,airport
246,Tarapoa Airport,Tarapoa,Ecuador,TPC,-0.1229560002684593,-76.33779907226562,814.0,airport
247,Teniente Coronel Luis a Mantilla Airport,Tulcan,Ecuador,TUA,0.8095059990882874,-77.70809936523438,9649.0,airport
248,Silvio Pettirossi International Airport,Asuncion,Paraguay,ASU,-25.239999771118164,-57.52000045776367,292.0,airport
249,Juan De Ayolas Airport,Ayolas,Paraguay,AYO,-27.370554,-56.854064,223.0,airport
250,Teniente Col Carmelo Peralta Airport,Conception,Paraguay,CIO,-23.442363,-57.427253,253.0,airport
251,Itaipú Airport,Itaipu,Paraguay,\N,-25.407519,-54.619377,762.0,airport
252,Dr. Luis Maria Argaña International Airport,Mariscal Estigarribia,Paraguay,ESG,-22.049999237060547,-60.619998931884766,553.0,airport
253,Carlos Miguel Gimenez Airport,Pilar,Paraguay,PIL,-26.881224,-58.318026,249.0,airport
254,El Eden Airport,Armenia,Colombia,AXM,4.45278,-75.7664,3990.0,airport
255,Tres De Mayo Airport,Puerto Asis,Colombia,PUU,0.505228,-76.5008,815.0,airport
256,Las Flores Airport,El Banco,Colombia,ELB,9.04554,-73.9749,111.0,airport
257,Palonegro Airport,Bucaramanga,Colombia,BGA,7.1265,-73.1848,3897.0,airport
258,El Dorado International Airport,Bogota,Colombia,BOG,4.70159,-74.1469,8361.0,airport
259,Ernesto Cortissoz International Airport,Barranquilla,Colombia,BAQ,10.8896,-74.7808,98.0,airport
260,José Celestino Mutis Airport,Bahia Solano,Colombia,BSC,6.20292,-77.3947,80.0,airport
261,Gerardo Tobar López Airport,Buenaventura,Colombia,BUN,3.81963,-76.9898,48.0,airport
262,Camilo Daza International Airport,Cucuta,Colombia,CUC,7.92757,-72.5115,1096.0,airport
263,Rafael Nuñez International Airport,Cartagena,Colombia,CTG,10.4424,-75.513,4.0,airport
264,Alfonso Bonilla Aragon International Airport,Cali,Colombia,CLO,3.54322,-76.3816,3162.0,airport
265,La Florida Airport,Tumaco,Colombia,TCO,1.81442,-78.7492,8.0,airport
266,Las Brujas Airport,Corozal,Colombia,CZU,9.33274,-75.2856,528.0,airport
267,Yariguíes Airport,Barrancabermeja,Colombia,EJA,7.02433,-73.8068,412.0,airport
268,Gustavo Artunduaga Paredes Airport,Florencia,Colombia,FLA,1.58919,-75.5644,803.0,airport
269,Santiago Vila Airport,Girardot,Colombia,GIR,4.27624,-74.7967,900.0,airport
270,Juan Casiano Airport,Guapi,Colombia,GPI,2.57013,-77.8986,164.0,airport
271,Guaymaral Airport,Guaymaral,Colombia,\N,4.81233,-74.0649,8390.0,airport
272,Perales Airport,Ibague,Colombia,IBE,4.42161,-75.1333,2999.0,airport
273,San Luis Airport,Ipiales,Colombia,IPI,0.861925,-77.6718,9765.0,airport
274,Antonio Roldan Betancourt Airport,Carepa,Colombia,APO,7.81196,-76.7164,46.0,airport
275,Jorge Isaac Airport,La Mina,Colombia,MCJ,11.2325,-72.4901,281.0,airport
276,Alfredo Vásquez Cobo International Airport,Leticia,Colombia,LET,-4.19355,-69.9432,277.0,airport
277,Enrique Olaya Herrera Airport,Medellin,Colombia,EOH,6.220549,-75.590582,4949.0,airport
278,Baracoa Airport,Magangue,Colombia,MGN,9.28474,-74.8461,178.0,airport
279,Los Garzones Airport,Monteria,Colombia,MTR,8.82374,-75.8258,36.0,airport
280,Fabio Alberto Leon Bentley Airport,Mitu,Colombia,MVP,1.25366,-70.2339,680.0,airport
281,La Nubia Airport,Manizales,Colombia,MZL,5.0296,-75.4647,6871.0,airport
282,Benito Salas Airport,Neiva,Colombia,NVA,2.95015,-75.294,1464.0,airport
283,Aguas Claras Airport,Ocana,Colombia,OCV,8.31506,-73.3583,3850.0,airport
284,Otu Airport,Otu,Colombia,OTU,7.01037,-74.7155,2060.0,airport
285,Puerto Bolívar Airport,Puerto Bolivar,Colombia,\N,12.2215,-71.9848,90.0,airport
286,German Olano Airport,Puerto Carreno,Colombia,PCR,6.18472,-67.4932,177.0,airport
287,Matecaña International Airport,Pereira,Colombia,PEI,4.81267,-75.7395,4416.0,airport
288,Pitalito Airport,Pitalito,Colombia,PTX,1.85777,-76.0857,4212.0,airport
289,Guillermo León Valencia Airport,Popayan,Colombia,PPN,2.4544,-76.6093,5687.0,airport
290,Antonio Narino Airport,Pasto,Colombia,PSO,1.39625,-77.2915,5951.0,airport
291,El Embrujo Airport,Providencia,Colombia,PVA,13.3569,-81.3583,10.0,airport
292,Mariquita Airport,Mariquita,Colombia,MQU,5.21256,-74.8836,1531.0,airport
293,Jose Maria Córdova International Airport,Rio Negro,Colombia,MDE,6.16454,-75.4231,6955.0,airport
294,Almirante Padilla Airport,Rio Hacha,Colombia,RCH,11.5262,-72.926,43.0,airport
295,Jorge E. Gonzalez Torres Airport,San Jose Del Guaviare,Colombia,SJE,2.57969,-72.6394,605.0,airport
296,Simón Bolívar International Airport,Santa Marta,Colombia,SMR,11.1196,-74.2306,22.0,airport
297,Gustavo Rojas Pinilla International Airport,San Andres Island,Colombia,ADZ,12.5836,-81.7112,19.0,airport
298,Eduardo Falla Solano Airport,San Vincente De Caguan,Colombia,SVI,2.15217,-74.7663,920.0,airport
299,Gustavo Vargas Airport,Tame,Colombia,TME,6.45108,-71.7603,1050.0,airport
300,Santiago Perez Airport,Arauca,Colombia,AUC,7.06888,-70.7369,420.0,airport
301,El Caraño Airport,Quibdo,Colombia,UIB,5.69076,-76.6412,204.0,airport
302,Heriberto Gíl Martínez Airport,Tulua,Colombia,ULQ,4.08836,-76.2351,3132.0,airport
303,Alfonso López Pumarejo Airport,Valledupar,Colombia,VUP,10.435,-73.2495,483.0,airport
304,Vanguardia Airport,Villavicencio,Colombia,VVC,4.16787,-73.6138,1394.0,airport
305,Bermejo Airport,Bermejo,Bolivia,BJO,-22.7733001709,-64.31289672850001,1249.0,airport
306,Jorge Wilsterman International Airport,Cochabamba,Bolivia,CBB,-17.421100616455078,-66.1771011352539,8360.0,airport
307,Chimore Airport,Chapacura,Bolivia,CCA,-16.976834,-65.145568,875.0,airport
308,Capitán Aníbal Arab Airport,Cobija,Bolivia,CIJ,-11.040399551400002,-68.7829971313,889.0,airport
309,El Alto International Airport,La Paz,Bolivia,LPB,-16.5132999420166,-68.19229888916016,13355.0,airport
310,Juan Mendoza Airport,Oruro,Bolivia,ORU,-17.962600708,-67.0762023926,12152.0,airport
311,Capitan Nicolas Rojas Airport,Potosi,Bolivia,POI,-19.5431003571,-65.72370147710001,12913.0,airport
312,Capitán Av. Salvador Ogaya G. airport,Puerto Suarez,Bolivia,PSZ,-18.975301,-57.820599,440.0,airport
313,Santa Ana Del Yacuma Airport,Santa Ana,Bolivia,SBL,-13.7622003555,-65.4352035522,472.0,airport
314,Juana Azurduy De Padilla Airport,Sucre,Bolivia,SRE,-19.007099151611328,-65.2886962890625,9540.0,airport
315,Capitan Oriel Lea Plaza Airport,Tarija,Bolivia,TJA,-21.5557003021,-64.7013015747,6079.0,airport
316,Teniente Av. Jorge Henrich Arauz Airport,Trinidad,Bolivia,TDD,-14.8186998367,-64.9179992676,509.0,airport
317,Teniente Coronel Rafael Pabón Airport,Villa Montes,Bolivia,VLM,-21.2551994324,-63.4056015015,1305.0,airport
318,Viru Viru International Airport,Santa Cruz,Bolivia,VVI,-17.6448,-63.135399,1224.0,airport
319,Yacuiba Airport,Yacuiba,Bolivia,BYC,-21.960899353027344,-63.65169906616211,2112.0,airport
320,Johan Adolf Pengel International Airport,Zandery,Suriname,PBM,5.4528298378,-55.1878013611,59.0,airport
321,Cayenne-Rochambeau Airport,Cayenne,French Guiana,CAY,4.819809913639999,-52.3604011536,26.0,airport
322,Saint-Georges-de-l'Oyapock Airport,St.-georges Oyapock,French Guiana,OYP,3.89759993553,-51.8041000366,46.0,airport
323,Huancabamba Airport,Huancabamba,Peru,\N,-5.256770133972168,-79.44290161132812,6312.0,airport
324,Alferez FAP Alfredo Vladimir Sara Bauer Airport,Andoas,Peru,AOP,-2.79612994194,-76.46659851070001,728.0,airport
325,Teniente General Gerardo Pérez Pinedo Airport,Atalaya,Peru,\N,-10.7291002274,-73.7665023804,751.0,airport
326,Iberia Airport,Iberia,Peru,IBP,-11.41160011291504,-69.48870086669922,750.0,airport
327,Cap FAP David Abenzur Rengifo International Airport,Pucallpa,Peru,PCL,-8.37794017791748,-74.57430267333984,513.0,airport
328,Teniente FAP Jaime A De Montreuil Morales Airport,Chimbote,Peru,CHM,-9.149609565734863,-78.5238037109375,69.0,airport
329,Puerto Esperanza Airport,Puerto Esperanza,Peru,\N,-9.7681303024292,-70.70649719238281,725.0,airport
330,Cesar Torke Podesta Airport,Moquegua,Peru,\N,-17.179000854492188,-70.93080139160156,4480.0,airport
331,Capitan FAP Jose A Quinones Gonzales International Airport,Chiclayo,Peru,CIX,-6.787479877471924,-79.8281021118164,97.0,airport
332,Coronel FAP Alfredo Mendivil Duarte Airport,Ayacucho,Peru,AYP,-13.154800415039062,-74.20439910888672,8917.0,airport
333,Andahuaylas Airport,Andahuaylas,Peru,ANS,-13.70639991760254,-73.35040283203125,11300.0,airport
334,Comandante FAP German Arias Graziani Airport,Anta,Peru,ATA,-9.347439765930176,-77.59839630126953,9097.0,airport
335,Jorge Chávez International Airport,Lima,Peru,LIM,-12.0219,-77.114305,113.0,airport
336,Juanjui Airport,Juanjui,Peru,JJI,-7.169099807739258,-76.72859954833984,1148.0,airport
337,Francisco Carle Airport,Jauja,Peru,JAU,-11.7831001282,-75.47339630130001,11034.0,airport
338,Inca Manco Capac International Airport,Juliaca,Peru,JUL,-15.467100143432615,-70.158203125,12552.0,airport
339,Ilo Airport,Ilo,Peru,ILQ,-17.69499969482422,-71.34400177001953,72.0,airport
340,Las Palmas Air Base,Las Palmas,Peru,\N,-12.16069984436,-76.998901367188,250.0,airport
341,Capitan FAP Pedro Canga Rodriguez Airport,Tumbes,Peru,TBP,-3.55253005027771,-80.38140106201172,115.0,airport
342,Moises Benzaquen Rengifo Airport,Yurimaguas,Peru,YMS,-5.893770217895508,-76.11820220947266,587.0,airport
343,Collique Airport,Collique,Peru,\N,-11.92870044708252,-77.06109619140625,410.0,airport
344,Chachapoyas Airport,Chachapoyas,Peru,CHH,-6.201809883117676,-77.8561019897461,8333.0,airport
345,Coronel FAP Francisco Secada Vignetta International Airport,Iquitos,Peru,IQT,-3.7847399711608887,-73.30879974365234,306.0,airport
346,Rodríguez Ballón International Airport,Arequipa,Peru,AQP,-16.3411006927,-71.5830993652,8405.0,airport
347,Capitán FAP Leonardo Alvariño Herr Airport,San Ramon,Peru,\N,-11.128600120544434,-75.35050201416016,2600.0,airport
348,Capitan FAP Carlos Martinez De Pinillos International Airport,Trujillo,Peru,TRU,-8.08141040802002,-79.10880279541016,106.0,airport
349,Capitán FAP Renán Elías Olivera International Airport,Pisco,Peru,PIO,-13.74489974975586,-76.22029876708984,39.0,airport
350,Cadete FAP Guillermo Del Castillo Paredes Airport,Tarapoto,Peru,TPP,-6.508739948272705,-76.37319946289062,869.0,airport
351,Coronel FAP Carlos Ciriani Santa Rosa International Airport,Tacna,Peru,TCQ,-18.0533008575,-70.2758026123,1538.0,airport
352,Padre Aldamiz International Airport,Puerto Maldonado,Peru,PEM,-12.6135997772,-69.2285995483,659.0,airport
353,Capitán FAP Guillermo Concha Iberico International Airport,Piura,Peru,PIU,-5.20574998856,-80.61640167239999,120.0,airport
354,Capitan Montes Airport,Talara,Peru,TYL,-4.5766401290894,-81.254096984863,282.0,airport
355,Alejandro Velasco Astete International Airport,Cuzco,Peru,CUZ,-13.535699844400002,-71.9387969971,10860.0,airport
356,Angel S Adami Airport,Montevideo,Uruguay,\N,-34.7892,-56.264702,174.0,airport
357,Santa Bernardina International Airport,Durazno,Uruguay,DZO,-33.3588981628418,-56.49919891357422,305.0,airport
358,Carrasco International /General C L Berisso Airport,Montevideo,Uruguay,MVD,-34.838402,-56.0308,105.0,airport
359,Nueva Hesperides International Airport,Salto,Uruguay,STY,-31.438499450683597,-57.98529815673828,187.0,airport
360,Oswaldo Guevara Mujica Airport,Acarigua,Venezuela,AGV,9.553375244140623,-69.23786926269531,640.0,airport
361,Anaco Airport,Anaco,Venezuela,AAO,9.430225372314451,-64.4707260131836,721.0,airport
362,San Fernando de Atabapo Airport,San Fernando Deatabapo,Venezuela,\N,4.05104017258,-67.6996994019,301.0,airport
363,General José Antonio Anzoategui International Airport,Barcelona,Venezuela,BLA,10.111111,-64.692222,30.0,airport
364,Barinas Airport,Barinas,Venezuela,BNS,8.615,-70.21416667,615.0,airport
365,El Libertador Airbase,Maracaibo,Venezuela,\N,10.1833753586,-67.55731964110001,1450.0,airport
366,Barquisimeto International Airport,Barquisimeto,Venezuela,BRM,10.042746543884276,-69.3586196899414,2042.0,airport
367,"Aeropuerto ""General Tomas de Heres"". Ciudad Bolivar",Ciudad Bolivar,Venezuela,CBL,8.12216091156,-63.5369567871,197.0,airport
368,Caicara del Orinoco Airport,Caicara De Orinoco,Venezuela,CXA,7.625510215759277,-66.16280364990234,141.0,airport
369,San Carlos Airport,San Carlos,Venezuela,\N,9.647720336914062,-68.57469940185547,512.0,airport
370,Calabozo Airport,Calabozo,Venezuela,CLZ,8.92465591430664,-67.4170913696289,328.0,airport
371,Canaima Airport,Canaima,Venezuela,CAJ,6.231988906860352,-62.85443115234375,1450.0,airport
372,Carora Airport,Carora,Venezuela,VCR,10.175602912902832,-70.06521606445312,1437.0,airport
373,General Francisco Bermúdez Airport,Carupano,Venezuela,CUP,10.660014152526855,-63.261680603027344,33.0,airport
374,José Leonardo Chirinos Airport,Coro,Venezuela,CZE,11.41494369506836,-69.68090057373047,52.0,airport
375,Oscar Machado Zuluaga Airport,Caracas,Venezuela,\N,10.286110877990724,-66.81610870361328,2145.0,airport
376,Cumaná (Antonio José de Sucre) Airport,Cumana,Venezuela,CUM,10.450332641601562,-64.1304702758789,14.0,airport
377,Capitán Manuel Ríos Airbase,Carrizal,Venezuela,\N,9.372650146484377,-66.92279815673828,595.0,airport
378,El Dorado Airport,El Dorado,Venezuela,EOR,6.733333110809326,-61.58333206176758,318.0,airport
379,Elorza Airport,Elorza,Venezuela,EOZ,7.083333015441895,-69.53333282470703,295.0,airport
380,Guasdalito Airport,Guasdualito,Venezuela,GDO,7.233333110809326,-70.80000305175781,426.0,airport
381,Guiria Airport,Guiria,Venezuela,GUI,10.5740776062,-62.3126678467,42.0,airport
382,Guanare Airport,Guanare,Venezuela,GUQ,9.026944160461426,-69.7551498413086,606.0,airport
383,Higuerote Airport,Higuerote,Venezuela,HGE,10.462474,-66.092779,12.0,airport
384,Andrés Miguel Salazar Marcano Airport,Isla De Coche,Venezuela,ICC,10.794432,-63.98159,10.0,airport
385,Josefa Camejo International Airport,Paraguana,Venezuela,LSP,11.78077507019043,-70.15149688720703,75.0,airport
386,San Juan de Los Morros Airport,San Juan De Los Morros,Venezuela,\N,9.906952857971191,-67.379638671875,1404.0,airport
387,La Fria Airport,La Fria,Venezuela,LFR,8.239167213439941,-72.27102661132812,305.0,airport
388,La Orchila Airport,La Orchila,Venezuela,\N,11.80720043182373,-66.17960357666016,5.0,airport
389,La Chinita International Airport,Maracaibo,Venezuela,MAR,10.5582084656,-71.7278594971,239.0,airport
390,Alberto Carnevalli Airport,Merida,Venezuela,MRD,8.582078,-71.161041,5007.0,airport
391,Del Caribe Santiago Mariño International Airport,Porlamar,Venezuela,PMV,10.912603378295898,-63.96659851074219,74.0,airport
392,Simón Bolívar International Airport,Caracas,Venezuela,CCS,10.601194,-66.991222,234.0,airport
393,Maturín Airport,Maturin,Venezuela,MUN,9.75452995300293,-63.14739990234375,224.0,airport
394,Cacique Aramare Airport,Puerto Ayacucho,Venezuela,PYH,5.6199898719788,-67.606101989746,245.0,airport
395,General Bartolome Salom International Airport,Puerto Cabello,Venezuela,PBL,10.48050022125244,-68.072998046875,32.0,airport
396,Paramillo Airport,San Cristobal,Venezuela,SCI,7.8013200759887695,-72.2029037475586,3314.0,airport
397,General Manuel Carlos Piar International Airport,Guayana,Venezuela,PZO,8.288530349731445,-62.760398864746094,472.0,airport
398,Palmarito Airport,Palmarito,Venezuela,PTM,7.566669940948486,-70.18329620361328,347.0,airport
399,San Antonio Del Tachira Airport,San Antonio,Venezuela,SVZ,7.840829849243164,-72.439697265625,1312.0,airport
400,Santa Bárbara de Barinas Airport,Santa Barbara,Venezuela,SBB,7.803514003753662,-71.16571807861328,590.0,airport
401,Santa Elena de Uairen Airport,Santa Ana De Uairen,Venezuela,SNV,4.554999828338623,-61.150001525878906,2938.0,airport
402,Mayor Buenaventura Vivas International Airport,Santo Domingo,Venezuela,STD,7.56538,-72.035103,1083.0,airport
403,Sub Teniente Nestor Arias Airport,San Felipe,Venezuela,SNF,10.2787,-68.755203,761.0,airport
404,San Fernando De Apure Airport,San Fernando De Apure,Venezuela,SFD,7.883319854736328,-67.44400024414062,154.0,airport
405,San Tomé Airport,San Tome,Venezuela,SOM,8.9451465606689,-64.151084899902,861.0,airport
406,Santa Bárbara del Zulia Airport,Santa Barbara,Venezuela,STB,8.974550247192383,-71.94325256347656,32.0,airport
407,Tucupita Airport,Tucupita,Venezuela,TUV,9.088994026184082,-62.09417343139648,16.0,airport
408,Tumeremo Airport,Tumeremo,Venezuela,TMO,7.24938,-61.52893,345.0,airport
409,Arturo Michelena International Airport,Valencia,Venezuela,VLN,10.14973258972168,-67.92839813232422,1411.0,airport
410,Dr. Antonio Nicolás Briceño Airport,Valera,Venezuela,VLV,9.34047794342041,-70.58406066894531,2060.0,airport
411,Valle de La Pascua Airport,Valle De La Pascua,Venezuela,VDP,9.22202777863,-65.9935836792,410.0,airport
412,Linden Airport,Linden,Guyana,\N,5.96592,-58.270302,180.0,airport
413,Lethem Airport,Lethem,Guyana,LTM,3.37276,-59.789398,351.0,airport
414,Ministro Pistarini International Airport,Buenos Aires,Argentina,EZE,-34.8222,-58.5358,67.0,airport
415,El Calafate Airport,El Calafate,Argentina,FTE,-50.2803,-72.053101,669.0,airport
416,Maestro Wilson Fonseca Airport,Santarem,Brazil,STM,-2.424721956253052,-54.785831451416016,198.0,airport
417,Santa Elena Airport,Santa Elena de Uairen,Venezuela,\N,4.554722,-61.144922,3585.0,airport
418,Porto Seguro Airport,Porto Seguro,Brazil,BPS,-16.438601,-39.080898,168.0,airport
419,Heliport Hotel das Cataratas,Cataratas National Park,Brazil,\N,-25.684,-54.44024,1000.0,airport
420,Iguatu Airport,Iguatu,Brazil,QIG,-6.346640110015869,-39.29380035400391,699.0,airport
421,Brigadeiro Lysias Rodrigues Airport,Palmas,Brazil,PMW,-10.2915000916,-48.35699844359999,774.0,airport
422,Nelson Ribeiro Guimarães Airport,Caldas Novas,Brazil,CLV,-17.725299835205,-48.607498168945,2247.0,airport
423,El Trompillo Airport,Santa Cruz,Bolivia,SRZ,-17.8115997314,-63.1715011597,1371.0,airport
424,Cheddi Jagan International Airport,Georgetown,Guyana,GEO,6.498549938201904,-58.25410079956055,95.0,airport
425,Guarani International Airport,Ciudad del Este,Paraguay,AGT,-25.454516,-54.842682,846.0,airport
426,Eugene F. Correira International Airport,Georgetown,Guyana,OGL,6.80628,-58.1059,10.0,airport
427,Kaieteur International Airport,Kaieteur,Guyana,KAI,5.17275476456,-59.491481781,1520.0,airport
428,Chamonate Airport,Copiapo,Chile,\N,-27.2968997955,-70.4131011963,984.0,airport
429,Apartadó Airport,Apartadó,Colombia,\N,7.033,-77.2,0.0,airport
430,Tarapacá Airport,Tarapacá,Colombia,TCD,-2.867,-69.733,0.0,airport
431,General Enrique Mosconi Airport,Tartagal,Argentina,TTG,-22.619600296,-63.7937011719,1472.0,airport
432,Las Heras Airport,Las Heras,Argentina,LHS,-46.53829956049999,-68.9653015137,1082.0,airport
433,Antoine de Saint Exupéry Airport,San Antonio Oeste,Argentina,OES,-40.7512,-65.0343,85.0,airport
434,Lago Argentino Airport,El Calafate,Argentina,ING,-50.336102,-72.248596,732.0,airport
435,Gobernador Gregores Airport,Gobernador Gregores,Argentina,GGS,-48.7831,-70.150002,356.0,airport
436,Santa Teresita Airport,Santa Teresita,Argentina,SST,-36.5423,-56.7218,9.0,airport
437,Necochea Airport,Necochea,Argentina,NEC,-38.4831,-58.8172,72.0,airport
438,Orlando Bezerra de Menezes Airport,Juazeiro Do Norte,Brazil,JDO,-7.21895980835,-39.2700996399,1392.0,airport
439,Coronel Horácio de Mattos Airport,Lençóis,Brazil,LEC,-12.4822998047,-41.2770004272,1676.0,airport
440,Macaé Airport,Macaé,Brazil,MEA,-22.343000412,-41.7659988403,8.0,airport
441,Frank Miloye Milenkowichi–Marília State Airport,Marília,Brazil,MII,-22.1968994141,-49.926399231,2122.0,airport
442,Vitória da Conquista Airport,Vitória Da Conquista,Brazil,VDC,-14.8627996445,-40.8630981445,3002.0,airport
443,Santa Maria Airport,Santa Maria,Brazil,RIA,-29.711399,-53.688202,287.0,airport
444,Toledo Airport,Toledo,Brazil,TOW,-24.6863,-53.697498,1843.0,airport
445,Ricardo García Posada Airport,El Salvador,Chile,ESR,-26.31110000610352,-69.76519775390625,5240.0,airport
446,Pucón Airport,Pucon,Chile,ZPC,-39.29280090332031,-71.91590118408203,853.0,airport
447,Sorocaba Airport,Sorocaba,Brazil,SOD,-23.478001,-47.490002,2077.0,airport
448,San Cristóbal Airport,San Cristóbal,Ecuador,SCY,-0.910206,-89.617401,62.0,airport
449,Camilo Ponce Enriquez Airport,La Toma (Catamayo),Ecuador,LOH,-3.99589,-79.371902,4056.0,airport
450,General Rivadeneira Airport,Esmeraldas,Ecuador,ESM,0.9785190224647522,-79.62660217285156,32.0,airport
451,Santa Ana Airport,Cartago,Colombia,CRC,4.75818,-75.9557,2979.0,airport
452,La Jagua Airport,Garzón,Colombia,\N,2.1464,-75.6944,2620.0,airport
453,Caucaya Airport,Puerto Leguízamo,Colombia,LQM,-0.182278,-74.7708,573.0,airport
454,La Pedrera Airport,La Pedrera,Colombia,LPD,-1.32861,-69.5797,590.0,airport
455,Reyes Murillo Airport,Nuquí,Colombia,NQU,5.6964,-77.2806,12.0,airport
456,Obando Airport,Puerto Inírida,Colombia,PDA,3.85353,-67.9062,460.0,airport
457,El Yopal Airport,Yopal,Colombia,EYP,5.31911,-72.384,1028.0,airport
458,Capitán de Av. Emilio Beltrán Airport,Guayaramerín,Bolivia,GYA,-10.820599556,-65.3455963135,557.0,airport
459,Puerto Rico Airport,Puerto Rico/Manuripi,Bolivia,PUR,-11.107663,-67.551155,597.0,airport
460,Capitán Av. Selin Zeitun Lopez Airport,Riberalta,Bolivia,RIB,-11.0,-66.0,462.0,airport
461,Reyes Airport,Reyes,Bolivia,REY,-14.3044,-67.353401,935.0,airport
462,Capitán Av. German Quiroga G. Airport,San Borja,Bolivia,SRJ,-14.85919952392578,-66.73750305175781,633.0,airport
463,Zorg en Hoop Airport,Paramaribo,Suriname,ORG,5.81108,-55.190701,10.0,airport
464,Mucuri Airport,Mucuri,Brazil,MVS,-18.048900604248047,-39.864200592041016,276.0,airport
465,Caballococha Airport,Caballococha,Peru,\N,-3.91686010361,-70.5082015991,328.0,airport
466,Mayor General FAP Armando Revoredo Iglesias Airport,Cajamarca,Peru,CJA,-7.1391801834106445,-78.4894027709961,8781.0,airport
467,Alferez Fap David Figueroa Fernandini Airport,Huánuco,Peru,HUU,-9.878809928894045,-76.20480346679688,6070.0,airport
468,Maria Reiche Neuman Airport,Nazca,Peru,NZC,-14.8540000916,-74.9615020752,1860.0,airport
469,Santa Rosa Airport,Santa Rosa,Brazil,SRA,-27.9067,-54.520401,984.0,airport
470,El Jagüel / Punta del Este Airport,Maldonado,Uruguay,\N,-34.9169998169,-54.9169998169,66.0,airport
